,MEMBER_NO,L,R,F,M,C,K,runoff_flag
19347,19630,1236,515,2,2387,0.6547968160000001,0.0,1
19348,19631,1212,160,8,7947,0.74152007,0.0,0
19349,19632,1214,125,7,8920,0.628463004,1.0,0
19350,19633,1211,45,13,16133,0.7397787140000001,0.0,0
19351,19635,1230,136,11,18302,0.814847558,1.0,0
19352,19636,1400,8,31,55642,1.3507072,0.0,0
19353,19637,1197,48,5,4086,0.843274596,1.0,0
19354,19638,1198,343,7,8414,0.6489006420000001,0.0,1
19355,19639,1194,2,25,39574,0.588264012,1.0,0
19356,19640,1196,3,7,14955,0.3955860920000001,1.0,0
19357,19641,1195,403,6,10243,0.7156741190000001,0.0,1
19358,19642,1193,161,11,16784,0.73399428,1.0,0
19359,19643,1193,244,3,5185,0.440460945,0.0,1
19360,19644,1189,679,2,1734,0.7232122259999999,0.0,1
19361,19645,1259,10,50,54584,0.727085043,1.0,0
19362,19646,1178,69,9,4154,0.759015407,1.0,0
19363,19647,1178,1,7,10662,0.603804164,0.0,0
19364,19648,1174,354,2,4644,0.725,1.0,0
19365,19649,1177,200,8,13436,0.663023221,1.0,1
19366,19650,1169,8,50,65219,0.7194023209999999,1.0,0
19367,19651,1131,11,4,2659,0.7752350509999999,1.0,0
19368,19652,1131,641,4,2957,0.916672303,0.0,1
19369,19653,1120,126,13,18619,0.565837585,0.0,0
19370,19654,1103,5,9,16046,0.570095351,1.0,0
19371,19655,1099,24,15,16231,0.7805662,1.0,0
19372,19656,1104,49,7,6522,0.7057712359999999,1.0,0
19373,19657,1118,451,2,20188,0.7,0.0,1
19374,19658,1101,5,85,115578,0.6599335510000001,1.0,0
19375,19659,1091,285,2,2005,0.9748229429999999,1.0,0
19376,19660,1092,155,10,14775,0.954569882,1.0,0
19377,19661,1096,75,4,9005,0.7373159359999999,1.0,0
19378,19662,1095,10,11,19351,0.579051729,1.0,0
19379,19663,1276,49,10,14188,0.832231463,1.0,0
19380,19664,1089,20,5,6637,0.6869127620000001,1.0,0
19381,19665,1087,355,5,4055,0.88,1.0,1
19382,19666,1086,10,8,9392,0.61423339,1.0,0
19383,19667,1077,172,5,6198,0.691353662,1.0,0
19384,19669,1076,229,5,920,0.75,0.0,1
19385,19670,1059,4,3,7479,0.643333333,0.0,0
19386,19671,1059,338,5,9344,0.66755137,0.0,1
19387,19672,1049,506,3,5516,0.7869289340000001,0.0,1
19388,19673,1048,31,15,14870,0.771036315,1.0,0
19389,19674,1066,200,2,2922,0.342775496,1.0,1
19390,19675,1043,629,2,1380,0.925,0.0,1
19391,19676,1050,20,5,6557,0.506182706,1.0,0
19392,19677,1044,149,13,17844,0.782417059,0.0,0
19393,19678,1073,77,4,11470,0.610322581,0.0,0
19394,19679,1038,20,29,30104,0.717212663,1.0,0
19395,19680,1039,337,9,19570,0.605030659,0.0,1
19396,19681,2847,111,9,10806,0.706023505,1.0,0
19397,19682,1035,56,2,2234,0.615443151,1.0,0
19398,19683,1034,461,2,1134,0.4,0.0,1
19399,19684,1023,140,5,4933,0.7688870870000001,1.0,0
19400,19685,1016,240,3,5536,0.5664125720000001,0.0,0
19401,19686,1028,310,5,10467,1.111063342,1.0,1
19402,19687,1009,55,28,78729,0.715280646,0.0,0
19403,19688,1008,224,7,7742,0.9475303540000001,1.0,1
19404,19689,1007,1,7,11481,0.6093641670000001,1.0,0
19405,19690,1007,4,53,53905,0.85911678,1.0,0
19406,19691,1007,10,17,20526,0.576788951,1.0,0
19407,19692,1006,137,5,12154,0.765300313,1.0,0
19408,19693,1008,564,3,3458,0.9401677270000001,0.0,1
19409,19694,1000,233,38,55281,0.7509109820000001,1.0,1
19410,19695,999,290,7,10821,0.525949543,1.0,1
19411,19696,995,6,6,9573,0.647363418,0.0,0
19412,19697,991,715,2,1774,0.898083427,0.0,1
19413,19698,991,650,4,6852,0.638725919,0.0,1
19414,19699,988,200,3,4384,0.681781478,1.0,1
19415,19700,988,6,4,3275,0.441294656,1.0,0
19416,19701,1027,537,3,5528,0.83815123,0.0,1
19417,19702,986,171,17,15346,0.528297276,0.0,1
19418,19703,981,471,8,8403,0.896441747,0.0,1
19419,19704,973,430,2,3272,0.817389976,0.0,1
19420,19705,973,672,2,4816,0.37821843899999996,0.0,1
19421,19707,970,4,9,10600,0.610825472,1.0,0
19422,19708,969,386,8,13126,0.614802682,0.0,1
19423,19709,967,4,13,12797,0.6178580920000001,1.0,0
19424,19710,967,153,9,12100,0.938718182,0.0,0
19425,19711,964,50,7,8674,0.376232419,1.0,0
19426,19712,964,48,21,23350,0.592524625,1.0,0
19427,19713,1447,90,9,13021,0.688513939,0.0,0
19428,19714,959,107,5,8981,0.7101247079999999,1.0,0
19429,19715,958,204,11,11598,0.709244697,0.0,1
19430,19716,956,31,18,19788,0.690618051,1.0,0
19431,19717,956,201,4,9042,0.5964985620000001,1.0,1
19432,19718,953,243,11,12620,0.558683835,1.0,1
19433,19719,949,401,6,3824,0.821796548,0.0,1
19434,19720,950,167,2,2392,0.64,1.0,0
19435,19721,948,128,3,2942,0.5430965329999999,1.0,1
19436,19722,951,71,13,14910,0.8231468809999999,1.0,0
19437,19723,945,1,7,22795,0.7859122609999999,1.0,0
19438,19724,944,9,3,3806,0.935916973,0.0,0
19439,19725,942,113,21,30300,0.7456435640000001,1.0,1
19440,19726,943,4,65,79988,0.7356728509999999,1.0,0
19441,19727,924,317,2,2058,0.83483965,1.0,1
19442,19728,924,24,33,44914,0.659096273,1.0,0
19443,19729,926,705,2,2616,0.825,0.0,1
19444,19730,927,566,4,5563,0.673530469,0.0,1
19445,19731,922,115,9,11402,0.41755569200000003,1.0,0
19446,19732,932,186,4,5223,0.7057170209999999,0.0,0
19447,19733,936,13,38,52689,0.788800698,1.0,0
19448,19734,937,222,8,15330,0.7238180040000001,1.0,1
19449,19735,937,549,3,6117,0.85,0.0,1
19450,19736,917,395,5,8211,0.708543417,0.0,1
19451,19737,914,24,9,10083,0.64283249,1.0,0
19452,19738,916,234,2,3276,0.593150183,1.0,0
19453,19739,912,445,2,2616,0.775,0.0,1
19454,19740,928,330,2,2800,0.3,1.0,1
19455,19741,906,411,5,6416,0.891754988,0.0,1
19456,19742,906,593,6,8470,0.7828630459999999,0.0,1
19457,19743,908,298,2,1332,0.66,1.0,1
19458,19744,908,80,6,5849,0.831938793,0.0,0
19459,19745,903,79,18,16433,1.176127913,0.0,0
19460,19746,904,99,7,24569,0.748197322,0.0,0
19461,19747,895,292,2,2616,0.652633792,1.0,1
19462,19748,894,11,8,8830,0.8498629670000001,1.0,0
19463,19749,891,322,4,4003,0.572345741,0.0,1
19464,19750,890,22,8,8727,0.6033253120000001,1.0,0
19465,19751,1055,18,13,126495,1.014545871,1.0,0
19466,19752,888,20,7,8548,0.8347905940000001,0.0,0
19467,19753,889,64,9,19205,0.7457958859999999,1.0,0
19468,19754,890,129,4,4112,0.7461600190000001,1.0,0
19469,19755,914,68,3,3353,0.42789144100000004,0.0,0
19470,19756,887,148,9,15135,0.728892633,1.0,1
19471,19757,889,130,2,3002,0.6715323120000001,1.0,0
19472,19758,878,159,4,5789,0.909093108,1.0,0
19473,19759,869,444,2,24464,0.75,0.0,1
19474,19760,871,65,15,24066,0.7720722179999999,1.0,0
19475,19761,871,184,3,2560,0.32300781300000003,1.0,1
19476,19762,872,6,2,760,0.89,1.0,1
19477,19763,872,104,8,10390,0.624102021,1.0,1
19478,19764,874,18,15,21289,0.630658556,1.0,0
19479,19765,932,67,14,12465,0.657346169,1.0,0
19480,19766,857,40,12,16697,0.579263341,1.0,0
19481,19767,858,81,10,8901,0.9506268959999999,1.0,1
19482,19768,3009,36,2,1190,0.875,1.0,1
19483,19769,846,258,6,7124,1.4482032569999999,0.0,1
19484,19770,847,20,17,37119,0.648317304,1.0,0
19485,19771,849,142,4,6068,0.420070864,1.0,0
19486,19772,838,35,16,10216,0.861956735,1.0,0
19487,19773,837,187,13,19712,0.666590909,0.0,0
19488,19774,837,132,6,11464,0.43484473100000004,1.0,0
19489,19775,832,412,2,2577,0.800388048,0.0,1
19490,19776,830,1,4,4603,0.612435368,1.0,0
19491,19777,824,46,14,35734,1.00463844,1.0,0
19492,19778,822,22,24,23349,0.6977001159999999,1.0,0
19493,19779,817,393,3,3444,0.540984321,0.0,1
19494,19780,826,91,19,29028,0.587156539,1.0,0
19495,19781,832,290,5,9209,0.56874362,1.0,1
19496,19782,810,496,3,4320,0.7333333329999999,0.0,1
19497,19783,807,117,11,17175,0.476980495,0.0,0
19498,19784,805,105,2,4130,0.817506053,1.0,1
19499,19785,807,181,3,6180,0.655987055,1.0,0
19500,19786,803,22,5,5030,0.785389662,1.0,0
19501,19787,802,76,18,31290,0.6763700859999999,1.0,0
19502,19788,801,145,6,11838,0.412033283,0.0,0
19503,19789,802,165,3,6231,0.856666667,1.0,0
19504,19790,786,230,11,16160,0.640869431,1.0,1
19505,19791,786,57,12,9739,0.716032447,1.0,0
19506,19792,780,38,20,20853,0.768397832,1.0,0
19507,19793,795,59,6,17619,0.778499915,1.0,0
19508,19794,771,4,4,3546,0.319187817,1.0,0
19509,19795,770,714,2,1096,0.7,0.0,1
19510,19796,774,11,22,39606,0.750505731,1.0,0
19511,19797,775,77,9,15772,0.641360005,1.0,1
19512,19798,777,92,8,15922,0.383378344,1.0,0
19513,19799,772,22,17,17450,0.761368481,0.0,0
19514,19800,763,13,5,7635,0.90702685,1.0,0
19515,19801,770,67,18,20053,0.5294065729999999,0.0,0
19516,19802,866,563,3,2946,0.930889341,0.0,1
19517,19803,762,213,3,4042,0.44574468100000003,1.0,1
19518,19804,771,120,9,9759,0.516357209,1.0,0
19519,19805,754,261,10,9863,0.67726351,1.0,1
19520,19806,755,446,3,1313,0.48335872,0.0,1
19521,19807,750,95,4,8418,0.665367071,0.0,0
19522,19808,749,320,2,1890,1.0,1.0,1
19523,19809,746,6,4,4713,0.8626946740000001,1.0,0
19524,19810,745,229,2,2897,0.881322057,1.0,1
19525,19811,765,154,13,17866,0.680736595,0.0,0
19526,19812,742,507,2,2780,0.675,0.0,1
19527,19813,747,50,12,18186,0.552705928,1.0,0
19528,19814,748,170,10,11406,0.648295634,0.0,0
19529,19815,748,12,22,38654,0.605337869,0.0,0
19530,19816,741,2,17,13453,0.8508169179999999,1.0,0
19531,19817,741,49,22,4048,0.805909091,1.0,0
19532,19818,736,284,6,9313,0.847192097,0.0,1
19533,19820,737,49,8,12055,0.631668187,1.0,0
19534,19821,738,51,21,30043,0.844727557,1.0,0
19535,19822,739,13,21,22024,0.733762713,0.0,0
19536,19823,739,488,4,5180,1.0,0.0,1
19537,19824,733,16,70,62014,0.7154213559999999,1.0,0
19538,19825,730,528,2,2485,0.703822938,0.0,1
19539,19826,729,582,2,2308,0.4,0.0,1
19540,19827,728,56,11,14745,1.291498813,1.0,0
19541,19828,724,11,3,3109,0.6191251210000001,1.0,0
19542,19829,721,35,18,21337,0.5339649439999999,0.0,0
19543,19830,721,44,4,23791,0.7847593629999999,1.0,0
19544,19831,718,110,30,40357,0.934170528,1.0,0
19545,19832,718,103,8,9740,0.68186961,1.0,0
19546,19833,744,3,11,23324,0.946758703,1.0,0
19547,19834,713,291,22,29206,0.832056427,0.0,1
19548,19835,709,21,25,20750,0.706031807,1.0,0
19549,19836,767,602,5,6655,0.693764087,0.0,1
19550,19837,707,166,5,4903,0.597772792,1.0,0
19551,19838,703,477,4,3849,0.487776046,0.0,1
19552,19839,693,75,18,15804,0.7621007340000001,1.0,0
19553,19840,691,133,4,9230,0.674628386,0.0,0
19554,19841,691,509,4,5841,0.669037836,0.0,1
19555,19842,692,649,6,6700,1.0,0.0,1
19556,19843,690,86,15,22666,0.676132533,0.0,0
19557,19844,686,5,2,2752,0.765,1.0,0
19558,19845,685,4,24,36421,0.604200049,1.0,0
19559,19846,685,638,2,2854,0.519989488,0.0,1
19560,19847,685,30,12,11093,0.715731542,1.0,0
19561,19848,681,144,6,5633,0.687498669,1.0,0
19562,19849,852,26,32,43346,0.605165182,1.0,0
19563,19850,672,80,3,3335,0.889175412,1.0,0
19564,19851,672,26,7,9324,0.675182325,1.0,0
19565,19852,664,135,6,11602,0.676637649,1.0,0
19566,19853,660,43,10,11089,0.65223104,1.0,0
19567,19854,729,17,9,17229,0.6790585640000001,1.0,0
19568,19855,654,443,3,3453,0.639820446,0.0,1
19569,19856,656,269,5,13457,0.875997622,1.0,1
19570,19857,649,22,42,44147,0.7895906859999999,1.0,0
19571,19858,650,39,11,20779,0.6281081860000001,1.0,0
19572,19859,650,465,4,4827,0.619857054,0.0,1
19573,19860,647,199,2,1158,0.38,1.0,1
19574,19861,646,1,30,35168,0.8519984079999999,1.0,0
19575,19862,646,535,5,4827,0.609395069,0.0,1
19576,19863,645,185,3,5600,0.534271429,0.0,0
19577,19864,649,131,15,15045,0.815587238,1.0,0
19578,19865,641,57,10,10595,0.862052855,1.0,0
19579,19866,636,501,2,2695,1.0,0.0,1
19580,19867,693,241,2,4383,0.759048597,1.0,1
19581,19868,635,81,4,6405,0.71929274,1.0,0
19582,19869,655,472,2,2204,0.492763158,0.0,1
19583,19870,629,466,2,2256,0.7,0.0,1
19584,19871,629,13,21,33472,1.301733987,1.0,0
19585,19872,809,44,14,45220,0.842142857,0.0,0
19586,19873,656,63,43,87048,0.9000129809999999,1.0,1
19587,19874,627,397,2,2763,0.45027144399999997,0.0,1
19588,19875,626,410,6,40168,0.791774547,0.0,1
19589,19876,626,88,12,13457,0.5997280229999999,1.0,0
19590,19877,625,72,2,1746,0.28,1.0,0
19591,19878,623,216,10,37831,0.657636594,0.0,1
19592,19879,679,115,9,14598,0.748335388,1.0,0
19593,19880,620,419,6,15811,0.644554424,0.0,1
19594,19881,644,81,20,31548,0.9075859009999999,0.0,0
19595,19882,618,12,8,11264,0.655677379,1.0,0
19596,19883,617,43,4,5364,0.4325,1.0,0
19597,19884,617,181,6,11437,0.600124158,1.0,1
19598,19885,617,113,11,13321,0.6481112529999999,1.0,1
19599,19886,618,49,6,9504,0.5699116160000001,1.0,0
19600,19887,616,32,13,17114,0.8207537690000001,0.0,0
19601,19888,616,231,2,3148,0.621216645,1.0,0
19602,19889,617,201,3,3945,0.795779468,0.0,0
19603,19890,615,296,5,7482,0.7404517509999999,1.0,1
19604,19891,613,15,5,7480,0.4351176470000001,0.0,0
19605,19892,611,24,12,16572,0.766171253,1.0,0
19606,19893,609,9,15,18646,0.5758849079999999,1.0,0
19607,19894,609,152,8,12060,0.7518101159999999,1.0,0
19608,19895,611,337,5,9831,0.7554775709999999,0.0,1
19609,19896,612,329,3,4491,0.5,0.0,1
19610,19897,612,100,6,7188,0.614425431,1.0,0
19611,19898,608,420,3,1454,0.9810178820000001,0.0,1
19612,19899,606,596,2,5907,0.938225834,0.0,1
19613,19900,607,13,23,37315,0.818662736,1.0,0
19614,19901,604,110,3,4696,0.889586882,0.0,0
19615,19902,605,24,3,1737,0.34,1.0,0
19616,19903,602,77,25,36887,0.47722775,0.0,0
19617,19904,601,389,2,1866,0.625,0.0,1
19618,19905,600,476,3,4790,0.70736952,0.0,1
19619,19906,600,5,44,56215,0.672575647,1.0,0
19620,19907,599,3,10,13213,0.91413078,1.0,0
19621,19908,597,355,5,4726,0.908887008,0.0,1
19622,19909,606,563,2,2770,0.45,0.0,1
19623,19910,595,21,4,5102,0.673147785,1.0,0
19624,19911,595,188,6,7848,0.415,0.0,0
19625,19912,595,518,3,2289,0.7666666670000001,0.0,1
19626,19913,593,66,8,11939,1.312946645,1.0,0
19627,19914,591,268,6,6726,0.578908712,1.0,1
19628,19915,589,576,2,7672,0.8,0.0,1
19629,19916,589,107,4,4750,0.394157895,1.0,0
19630,19917,588,175,5,6212,0.807834836,1.0,1
19631,19918,587,135,3,6457,0.8837230909999999,1.0,0
19632,19919,588,20,7,6056,0.665029723,1.0,0
19633,19920,586,565,2,2616,0.4,0.0,1
19634,19921,582,43,2,2750,0.775,1.0,1
19635,19922,584,17,32,49089,0.78888366,1.0,0
19636,19923,580,450,2,3310,0.479637462,0.0,1
19637,19924,631,603,2,24464,1.03,0.0,1
19638,19925,578,496,2,1938,0.644478844,0.0,1
19639,19926,578,263,6,6692,0.7572624029999999,0.0,1
19640,19927,576,16,8,8250,0.869128485,1.0,0
19641,19928,577,276,4,7201,0.49032634399999997,1.0,1
19642,19929,575,431,4,1711,0.7106955,0.0,1
19643,19930,574,45,7,8985,0.357025042,1.0,0
19644,19931,572,396,3,3564,0.45,0.0,1
19645,19932,568,40,6,10643,0.673518745,1.0,0
19646,19933,569,262,8,6678,0.78622342,1.0,1
19647,19934,567,141,5,7804,0.595224244,1.0,1
19648,19935,704,537,5,11199,0.389994642,0.0,1
19649,19936,567,247,2,1373,0.463088128,1.0,0
19650,19937,565,31,5,7227,0.646672201,1.0,0
19651,19938,569,360,7,6280,0.716687898,1.0,1
19652,19939,560,498,3,4859,1.0,0.0,1
19653,19940,554,267,7,8768,0.415766423,1.0,1
19654,19941,553,15,22,17053,0.7878332259999999,1.0,0
19655,19942,553,41,5,10750,0.7120000000000001,1.0,0
19656,19943,552,135,7,10305,0.503176128,1.0,0
19657,19944,552,64,2,3992,0.5431312629999999,1.0,1
19658,19945,552,225,5,5260,0.8063384029999999,1.0,1
19659,19946,549,169,2,2752,0.38,1.0,1
19660,19947,550,187,13,14706,0.751113831,1.0,1
19661,19948,540,94,11,18632,0.669307106,0.0,0
19662,19949,543,248,3,4591,0.7252711829999999,1.0,1
19663,19950,539,181,4,5772,0.514922037,1.0,0
19664,19952,538,31,3,2005,0.49577556100000003,1.0,0
19665,19953,560,312,3,2755,0.6046823960000001,1.0,1
19666,19954,548,18,30,33868,0.927065371,1.0,0
19667,19955,536,366,2,3620,0.271450276,1.0,1
19668,19957,536,192,2,4420,0.568552036,1.0,0
19669,19958,532,292,2,1623,0.867781885,1.0,1
19670,19959,568,108,7,7957,0.900787985,1.0,0
19671,19960,529,65,5,6740,0.644136499,1.0,0
19672,19961,532,455,2,24464,1.03,0.0,1
19673,19962,526,9,11,81937,0.912206573,1.0,0
19674,19963,527,102,4,2845,0.31564147600000003,1.0,0
19675,19964,581,89,2,2088,0.739918582,1.0,1
19676,19965,525,72,2,2616,0.28,1.0,1
19677,19966,522,31,14,9660,0.927857143,1.0,0
19678,19967,520,140,10,14439,0.7277927829999999,1.0,1
19679,19968,514,67,15,21287,0.59010241,1.0,0
19680,19969,512,29,9,12830,0.591006235,1.0,0
19681,19971,574,28,4,8137,0.821442792,1.0,0
19682,19972,656,4,12,22803,1.036792089,1.0,0
19683,19973,508,123,5,7831,0.523773464,0.0,0
19684,19974,508,99,11,14224,0.841425056,1.0,1
19685,19976,501,86,3,5867,0.432825976,1.0,0
19686,19977,497,111,3,3082,0.523270604,1.0,0
19687,19978,497,17,43,70233,0.672575855,1.0,0
19688,19979,497,9,3,30282,0.936666667,1.0,0
19689,19980,495,63,5,9176,0.847159983,1.0,0
19690,19981,496,470,2,3934,0.575,0.0,1
19691,19982,494,2,16,23709,0.4838137420000001,1.0,0
19692,19983,522,12,3,5901,0.87,1.0,0
19693,19984,491,8,16,15779,0.74715001,1.0,0
19694,19985,490,2,19,38991,1.368311149,1.0,0
19695,19986,490,42,6,9112,0.759896839,1.0,0
19696,19987,489,484,2,1295,0.6518918920000001,0.0,1
19697,19988,487,6,39,45750,0.551657049,1.0,0
19698,19989,481,284,5,9216,0.629144965,0.0,1
19699,19990,483,112,6,6977,0.713253547,1.0,0
19700,19991,476,86,4,4188,0.2725,1.0,0
19701,19992,476,9,12,25844,0.68551037,1.0,0
19702,19994,481,5,23,35733,1.4321484340000001,1.0,0
19703,19995,474,38,6,10149,0.626563208,1.0,0
19704,19996,473,294,3,4266,0.5474683539999999,1.0,1
19705,19997,471,327,3,4083,0.6658217,1.0,1
19706,19998,472,269,2,5260,0.357840304,1.0,1
19707,19999,472,76,5,50680,0.768,1.0,0
19708,20000,469,173,5,4728,0.93054357,1.0,1
19709,20001,467,154,5,7447,0.524604539,1.0,0
19710,20002,467,19,18,21480,0.683632682,1.0,0
19711,20003,478,49,34,46740,0.611726145,1.0,0
19712,20004,467,35,8,10505,1.040202761,1.0,0
19713,20005,463,34,4,5527,0.594183101,1.0,0
19714,20007,469,82,3,4747,0.512652201,1.0,0
19715,20008,469,26,2,2254,0.428757764,1.0,1
19716,20009,458,156,2,1878,0.8159637909999999,1.0,1
19717,20010,454,18,12,23796,0.7616666670000001,1.0,0
19718,20011,453,402,2,3978,0.8,0.0,1
19719,20012,452,59,10,54698,0.564439833,1.0,0
19720,20013,452,3,40,59489,0.679356352,1.0,0
19721,20014,452,7,6,9910,0.8015338040000001,1.0,0
19722,20015,449,110,8,10829,0.6959192909999999,1.0,0
19723,20016,450,98,10,13585,0.6879006259999999,1.0,0
19724,20017,449,227,5,8176,0.50058953,1.0,1
19725,20018,451,11,18,16549,0.715526618,1.0,0
19726,20019,446,215,2,3308,0.34,1.0,0
19727,20020,446,416,2,2158,0.65,0.0,1
19728,20021,442,226,2,6188,0.67,1.0,1
19729,20022,441,408,2,3393,0.5,0.0,1
19730,20023,459,57,2,2763,1.06971046,1.0,0
19731,20024,442,78,2,2527,0.26963593199999997,1.0,0
19732,20025,447,429,4,3641,0.833287558,0.0,1
19733,20026,439,64,9,9507,0.7970853059999999,1.0,0
19734,20027,438,261,3,2562,0.584293521,1.0,1
19735,20028,437,104,3,4448,0.778597122,1.0,0
19736,20029,435,71,2,2767,0.9049873509999999,1.0,0
19737,20030,435,298,4,7566,0.6553912239999999,1.0,1
19738,20031,435,29,19,29347,0.698910962,1.0,0
19739,20032,435,35,12,12138,0.699892898,1.0,0
19740,20033,434,179,4,5621,0.675730297,1.0,0
19741,20034,433,259,7,17271,0.887733773,1.0,1
19742,20035,433,38,4,7187,0.5086252960000001,1.0,0
19743,20036,434,45,5,6839,0.686196812,1.0,0
19744,20037,431,74,7,8205,0.932923827,1.0,0
19745,20038,431,404,2,3934,0.5,0.0,1
19746,20039,518,45,5,10050,0.7340000000000001,0.0,0
19747,20040,431,78,3,6689,0.33329944699999997,1.0,0
19748,20041,430,49,2,2580,0.875,1.0,1
19749,20042,426,358,3,2930,0.910716724,0.0,1
19750,20043,426,128,2,1134,0.77,1.0,1
19751,20044,425,13,25,43566,0.7922627740000001,1.0,0
19752,20045,426,41,3,5901,0.446666667,1.0,0
19753,20046,426,217,2,1910,0.39,1.0,1
19754,20047,497,3,19,27135,0.529835637,1.0,0
19755,20048,424,13,13,11335,0.660411116,1.0,0
19756,20049,420,15,2,4100,0.34,1.0,1
19757,20050,421,73,2,4078,0.39,1.0,0
19758,20051,419,266,2,4010,0.813710723,1.0,1
19759,20052,418,212,2,1870,0.49,1.0,1
19760,20053,565,371,7,4228,0.585714286,0.0,1
19761,20054,414,20,8,9016,0.40109472,1.0,0
19762,20055,400,16,4,4458,0.647151189,1.0,0
19763,20056,400,75,12,18003,0.654053213,1.0,0
19764,20057,400,195,3,1040,0.748173077,1.0,1
19765,20058,399,78,2,2876,0.691168289,1.0,0
19766,20059,399,101,5,7987,0.57266433,1.0,0
19767,20060,401,6,7,6132,0.808799739,1.0,0
19768,20061,401,328,2,2750,0.29996363600000003,1.0,1
19769,20062,401,189,2,3718,0.28,1.0,1
19770,20063,402,34,17,14106,0.8764504470000001,1.0,0
19771,20064,416,86,2,2406,0.630685786,1.0,0
19772,20065,397,212,3,25840,0.816628483,1.0,1
19773,20066,416,111,3,6387,0.316666667,1.0,0
19774,20067,396,40,4,8380,0.670250597,1.0,0
19775,20068,415,24,5,9628,0.547319277,1.0,0
19776,20069,414,19,2,2616,0.55,1.0,0
19777,20070,414,109,4,9102,0.665858053,1.0,0
19778,20071,404,69,4,6421,0.515999066,1.0,1
19779,20072,404,266,2,2387,0.92,1.0,1
19780,20073,413,14,18,25697,0.733654512,1.0,0
19781,20074,396,67,12,60586,0.7328531340000001,1.0,0
19782,20075,405,138,5,4682,0.455207176,1.0,1
19783,20076,411,86,3,6880,0.295063953,1.0,1
19784,20077,409,221,2,24464,0.74,1.0,1
19785,20078,393,143,7,6190,0.410615509,1.0,1
19786,20079,393,182,4,4570,0.711997812,1.0,1
19787,20080,393,249,2,3934,0.33,1.0,1
19788,20081,395,177,6,2874,0.6216666670000001,1.0,1
19789,20082,412,393,2,2094,0.6,0.0,1
19790,20083,420,2,44,42169,0.80352439,1.0,0
19791,20084,391,60,2,5668,0.769717713,1.0,1
19792,20085,391,49,2,2310,0.26,1.0,0
19793,20086,387,51,4,2412,0.5775,1.0,0
19794,20087,386,72,15,11205,0.933333333,1.0,1
19795,20088,386,156,4,3259,0.798514882,1.0,0
19796,20089,422,4,52,75275,0.655099568,1.0,0
19797,20090,449,249,4,8166,0.556682586,1.0,1
19798,20091,385,113,2,1782,0.7008024690000001,1.0,1
19799,20092,385,84,2,6238,0.28,1.0,1
19800,20093,384,128,2,2616,0.3,1.0,1
19801,20094,382,225,3,2768,0.9150144509999999,1.0,1
19802,20095,383,30,7,12892,0.396227118,1.0,0
19803,20096,379,60,19,23124,0.623957793,1.0,0
19804,20097,385,7,5,8524,0.376921633,1.0,0
19805,20098,378,4,38,46569,0.678333011,1.0,0
19806,20099,377,148,3,2373,0.9283775809999999,1.0,1
19807,20100,377,11,4,2729,0.35692194899999996,1.0,0
19808,20101,403,6,20,19312,0.73917616,1.0,0
19809,20102,453,121,7,10528,0.7424164129999999,1.0,1
19810,20103,380,6,10,20948,0.74854831,1.0,0
19811,20104,374,330,2,3052,0.8,1.0,1
19812,20105,380,118,5,22101,0.555534139,1.0,0
19813,20106,379,288,3,2712,0.47666666700000004,1.0,1
19814,20108,369,15,12,13945,0.628741484,1.0,0
19815,20109,382,213,3,5414,0.810694496,1.0,1
19816,20110,467,248,5,35001,0.621794806,0.0,1
19817,20111,369,161,3,3068,0.643481095,1.0,1
19818,20112,369,135,2,2852,0.66,1.0,1
19819,20113,372,72,5,4874,0.812923677,1.0,0
19820,20114,3430,253,8,9294,0.601683882,0.0,1
19821,20115,3424,4,25,24718,0.80189538,1.0,0
19822,20116,3420,1,107,165304,0.7108682190000001,1.0,0
