MEMBER_NO,FLIGHT_COUNT,BASE_POINTS_SUM,SEG_KM_SUM,AVG_FLIGHT_INTERVAL,FFP_days,EXPENSE_SUM_YR_1,EXPENSE_SUM_YR_2,EXPENSE_SUM,runoff_flag,K
14906,20,15788,31148,34.05263158,920,11843,6894,18737,0,0
14907,16,12696,22429,43.86666667,905,8732,6234,14966,0,0
14908,11,12837,13329,52,951,9742,2074,11816,1,0
14909,11,5918,25136,57.1,899,6808,3536,10344,0,0
14910,14,9506,15208,47.15384615,897,6344,3590,9934,0,0
14911,8,1486,6088,24.71428571,828,2838,0,2838,1,0
14912,2,2408,2419,1,561,0,2261,2261,1,1
14913,7,4075,8617,29.33333333,685,4865,0,4865,1,0
14914,37,19284,46581,17.69444444,726,11205,16081,27286,0,1
14915,3,1060,2189,43.5,721,1824,0,1824,1,0
14916,5,3024,4263,50.5,710,0,2317,2317,0,1
14917,67,85314,64594,8.727272727,585,46263,47841,94104,0,1
14918,7,4191,12841,83.5,574,3500,2766,6266,0,1
14919,10,3276,12409,42.22222222,560,1393,4381,5774,0,1
14920,19,33428,59261,22.88888889,453,5080,29034,34114,0,1
14921,5,1515,5795,150.75,936,1450,2086,3536,0,1
14922,12,8851,12099,35.72727273,908,8088,900,8988,1,0
14923,10,5091,13353,77.22222222,908,1639,6019,7658,0,1
14924,3,2278,4246,261.5,581,520,854,1374,0,0
14925,17,13293,21621,29.25,526,2560,8017,10577,0,1
14926,5,11064,29219,100,439,3298,6598,9896,0,1
14927,2,1770,2256,0,543,2198,0,2198,1,0
14928,8,4677,7642,40.85714286,394,1661,3419,5080,0,1
14929,4,8940,24176,216.3333333,665,3100,3550,6650,0,1
14930,27,16873,36625,27.57692308,918,9310,12272,21582,0,1
14931,7,4623,8732,71.5,974,1513,2896,4409,0,1
14932,3,7023,20010,48,933,7270,0,7270,1,0
14933,6,7682,10945,95.8,935,2275,4338,6613,0,1
14934,2,4122,4644,9,927,3390,0,3390,1,0
14935,5,2835,11622,96.25,853,3595,543,4138,1,0
14936,6,6561,8384,89.4,936,4120,2572,6692,0,1
14937,2,986,2435,121,938,1603,0,1603,1,0
14938,3,2273,4266,1,934,2333,0,2333,1,0
14939,5,7407,7913,128.5,925,5032,1550,6582,0,0
14940,5,5366,7314,127.75,922,2442,3131,5573,0,1
14941,59,39311,51729,9.120689655,929,30437,12526,42963,1,0
14942,3,2894,3198,1,924,0,2033,2033,1,1
14943,8,4761,10139,32.57142857,650,4666,0,4666,1,0
14944,5,2918,4378,64.5,755,0,2256,2256,0,1
14945,14,8007,17992,41.92307692,935,8222,1853,10075,0,0
14946,4,6552,7009,47.33333333,935,0,5799,5799,1,1
14947,24,33636,24938,29.30434783,932,3885,24977,28862,0,1
14948,14,24918,29098,45.15384615,926,10300,13691,23991,0,1
14949,24,25706,41326,28.43478261,928,5023,14398,19421,0,1
14950,8,10386,12375,59.85714286,923,7190,2467,9657,0,0
14951,2,1923,1888,6,567,3082,0,3082,1,0
14952,19,33456,38905,21,406,6502,31958,38460,0,1
14953,10,24910,26430,48.55555556,559,11993,17330,29323,1,1
14954,8,8636,13326,41,584,8787,1297,10084,1,0
14955,5,3737,5246,49.75,905,2240,0,2240,1,0
14956,12,11625,17391,18.63636364,908,0,1162,1162,1,0
14957,22,13422,35893,30,905,1890,9079,10969,0,1
14958,2,4132,4095,99,918,1848,1340,3188,1,1
14959,36,26609,49840,19.05714286,910,5868,23850,29718,0,1
14960,7,5056,7295,28.33333333,917,5891,0,5891,1,0
14961,3,1533,4129,242,914,1098,968,2066,0,1
14962,3,2570,4592,56,905,3188,0,3188,1,0
14963,17,8669,18502,37.125,902,6472,3985,10457,1,0
14964,34,22718,43358,17.48484848,905,14569,14097,28666,0,1
14965,16,16142,22195,25.86666667,901,6308,8285,14593,1,1
14966,28,60080,58744,25.18518519,946,35308,25973,61281,0,0
14967,3,1803,5587,5.5,899,2544,0,2544,1,0
14968,5,1000,4691,11,897,0,2053,2053,1,1
14969,36,93670,112436,20.05714286,731,48148,32300,80448,0,0
14970,4,1536,3016,88.66666667,900,1725,0,1725,1,0
14971,3,1961,2156,77,879,2200,0,2200,1,0
14972,11,11139,16590,32.6,701,7828,800,8628,1,0
14973,11,5448,14638,30.5,922,5965,1331,7296,1,0
14974,2,2325,3322,356,426,698,1349,2047,0,1
14975,14,5404,18711,13.23076923,513,0,8606,8606,1,1
14977,5,4726,7959,128.75,755,4053,1000,5053,0,0
14978,4,1892,3044,33.33333333,762,2268,0,2268,1,0
14979,14,7623,12544,46.30769231,804,1858,6872,8730,0,1
14980,12,8689,18659,18.72727273,804,320,4066,4386,1,1
14981,8,13956,86723,52.28571429,389,6720,14257,20977,0,1
14982,19,56183,60783,29.61111111,749,48879,12700,61579,1,0
14983,15,12723,21771,48.92857143,687,7373,7145,14518,0,0
14984,10,4313,9553,61.44444444,2096,1580,4390,5970,0,1
14985,9,24123,66125,50.5,415,9600,7546,17146,0,1
14986,5,2164,3280,125.75,596,1971,1456,3427,0,0
14987,6,4159,10480,96.2,829,3776,603,4379,0,0
14988,2,826,2020,525,795,576,653,1229,0,1
14989,9,4922,10435,84.5,806,2020,3388,5408,0,1
14990,4,2696,7808,71.33333333,529,1630,1500,3130,1,1
14991,2,1348,3904,3,648,1630,0,1630,1,0
14992,9,9654,21841,31.375,786,8360,0,8360,1,0
14993,36,109666,124032,20.2,776,40288,36262,76550,0,1
14994,27,18290,25118,26,762,8124,12622,20746,0,1
14995,3,2170,6057,18,791,0,2796,2796,1,1
14996,3,1159,2799,150,764,1344,365,1709,0,0
14997,2,852,4612,243,796,453,1374,1827,1,1
14998,30,23250,30656,22.89655172,798,12566,12195,24761,0,0
14999,19,22313,31484,34.77777778,775,4816,17329,22145,0,1
15000,5,4698,6820,36,766,567,0,567,1,0
15001,5,10304,37456,103.25,471,3200,5089,8289,0,1
15002,8,6225,9045,35.85714286,708,6275,0,6275,1,0
15003,20,18555,27191,31.57894737,775,5256,4108,9364,1,1
15004,22,19456,30829,31.9047619,775,2870,4477,7347,0,1
15005,24,27577,36434,31.34782609,771,13230,13000,26230,0,0
15006,4,9964,10572,84.33333333,669,5403,4839,10242,1,1
15007,29,52804,76647,20.85714286,599,27384,37919,65303,0,1
15008,5,7402,11767,123.75,731,5586,3422,9008,0,0
15009,2,1184,3186,4,495,2977,0,2977,1,0
15010,52,20031,42713,13.8627451,745,6608,19691,26299,0,1
15011,5,2772,2584,122.75,687,660,2382,3042,0,1
15012,6,2619,6354,47.2,829,4489,0,4489,1,0
15013,6,27912,73392,93,512,9900,4400,14300,0,0
15014,16,139503,115401,42.8,818,43784,67714,111498,0,1
15015,5,2893,9052,38.75,904,4550,0,4550,1,0
15017,46,46242,79069,14.71111111,902,14089,33013,47102,0,1
15018,2,1538,4570,3,382,0,2666,2666,1,1
15019,3,6018,6384,133,676,4760,0,4760,1,0
15020,13,13200,18669,54,679,8400,9212,17612,0,1
15021,33,17368,24739,22.5625,725,4602,5068,9670,0,0
15022,5,5963,7854,138,714,4031,1610,5641,0,0
15023,11,21894,30870,47.9,903,9431,15375,24806,0,1
15024,8,3836,13572,33.14285714,891,5395,0,5395,1,0
15025,2,1765,2830,350,831,720,821,1541,0,1
15026,15,12129,16997,40.92857143,832,5374,7183,12557,0,0
15027,9,13017,22297,61.75,739,1302,11673,12975,0,1
15028,12,15897,20316,59.36363636,766,3588,9195,12783,0,1
15029,39,26487,42973,16.84210526,767,5169,25553,30722,0,1
15030,15,7764,18159,31,463,1857,4611,6468,0,1
15031,6,4465,9368,42.4,521,4127,1278,5405,1,0
15032,6,2400,5302,115.2,760,1260,1779,3039,0,1
15033,2,1677,2616,533,814,1024,858,1882,0,1
15034,2,2290,3315,297,726,1760,0,1760,1,0
15035,4,25588,48928,89,725,0,10800,10800,0,1
15036,6,14562,38880,32,370,0,7527,7527,0,1
15037,2,1742,1843,550,884,1130,557,1687,0,1
15038,5,1914,5297,63.25,854,0,2440,2440,0,1
15039,12,7392,9284,62.45454545,905,3618,4624,8242,0,1
15040,32,28800,30811,22.74193548,894,21481,10614,32095,0,0
15041,5,30240,61160,85,600,5350,9200,14550,1,1
15042,9,9053,11710,25.5,588,7564,0,7564,1,0
15043,3,2281,5124,200,574,2497,595,3092,0,0
15044,3,13956,36696,219.5,884,5700,2600,8300,0,0
15045,3,1540,4163,354,974,1037,1334,2371,0,0
15046,4,1248,6111,48,835,0,980,980,1,1
15047,10,6950,7897,48,842,550,5921,6471,0,1
15048,8,3883,8901,73.85714286,725,2589,2126,4715,1,1
15049,3,1352,2283,108.5,562,810,0,810,1,1
15050,5,2901,4227,15,759,3008,0,3008,1,0
15051,11,4180,7467,36.4,543,1971,4071,6042,0,1
15052,2,1996,2164,3,833,1805,0,1805,1,0
15053,20,37978,61235,37,782,20297,10472,30769,0,0
15054,10,6256,8736,57.33333333,842,4694,1993,6687,0,0
15055,3,3797,4396,39,842,3079,0,3079,1,0
15056,6,2459,6201,107.6,730,2412,419,2831,0,1
15057,11,6320,14750,47.2,889,5602,1380,6982,1,0
15059,6,2092,4183,25.8,846,3540,0,3540,1,0
15060,6,11606,31001,114.4,848,1859,10414,12273,0,1
15061,10,8724,12513,70.44444444,896,5260,1555,6815,0,0
15062,7,3521,6794,80.33333333,737,2310,2758,5068,0,1
15063,53,41484,53819,12.21153846,748,23168,22685,45853,0,1
15064,4,7468,18497,73,730,7108,0,7108,1,0
15065,22,10594,17709,30.0952381,719,4415,9284,13699,0,1
15066,8,7365,11415,58,555,1358,5609,6967,0,1
15067,14,9087,16593,30.84615385,473,4954,5841,10795,0,1
15068,4,3789,4105,91,774,2427,1210,3637,1,0
15069,33,18821,21341,21,774,13964,16935,30899,0,1
15070,24,17186,26818,22.69565217,524,3843,15399,19242,0,1
15071,5,3509,4642,28.75,463,0,3880,3880,1,1
15072,4,3769,6208,240,753,1125,1235,2360,0,1
15073,45,52091,62443,15.47727273,796,10337,34342,44679,0,1
15074,2,2578,2801,100,797,872,1232,2104,1,1
15075,8,3354,6232,87.28571429,803,2421,1638,4059,0,0
15076,16,14220,21144,13.06666667,844,13735,0,13735,1,0
15077,9,8495,10742,26.375,685,8449,0,8449,1,0
15078,5,1648,3852,37,821,1144,1104,2248,1,0
15079,42,32607,54421,14.51219512,879,11062,26442,37504,0,1
15080,9,8668,10312,76.375,882,4030,4527,8557,0,1
15081,18,16911,31199,34.52941176,956,8828,6447,15275,0,0
15082,2,1970,5684,214,640,0,1880,1880,0,1
15083,12,9843,20707,56.18181818,637,7148,4285,11433,0,1
15084,15,6671,13675,40.5,835,5996,2438,8434,0,0
15085,4,856,4780,186,794,1197,617,1814,0,0
15086,13,5725,13000,54.75,680,3093,5401,8494,0,1
15087,32,36099,50653,21.70967742,675,2650,21097,23747,0,1
15088,3,2020,2568,137.5,717,2219,0,2219,1,0
15089,16,9541,16481,39.53333333,802,7271,3394,10665,0,0
15090,4,3111,3731,33,753,0,3212,3212,1,1
15091,14,7401,17076,45.30769231,600,5151,4377,9528,0,0
15092,15,11581,15247,41.07142857,870,9568,1313,10881,0,0
15093,2,0,1096,141,839,0,476,476,0,1
15094,3,200,7748,5,601,0,2128,2128,1,1
15095,10,8175,15440,39.88888889,816,8831,875,9706,1,0
15096,9,9852,9341,82.25,824,3892,4122,8014,0,0
15097,8,4047,5248,75.28571429,817,1980,2132,4112,0,1
15098,13,11290,18621,56.91666667,752,4438,8274,12712,0,1
15099,4,2468,3780,198,876,792,1815,2607,0,1
15100,8,5040,9720,74.71428571,853,3285,3501,6786,1,1
15101,11,8105,14928,52.2,871,6237,1898,8135,1,0
15102,6,3062,6419,95.6,875,2832,1538,4370,0,1
15103,2,2624,7306,19,531,825,825,1650,1,1
15104,6,6427,10455,139.8,826,3950,2811,6761,0,1
15105,35,18026,35839,20.76470588,805,11549,12049,23598,0,0
15106,6,461,10362,94,810,966,1975,2941,0,1
15107,9,9270,10192,78.625,820,4353,4574,8927,0,0
15108,2,484,2135,164,823,0,938,938,0,1
15109,66,51010,104688,10.83076923,798,30667,26850,57517,0,1
15110,6,7712,10586,135.8,854,3360,3596,6956,0,1
15111,14,30278,34476,43.15384615,814,9590,17596,27186,0,1
15112,11,7217,8397,53.8,856,3061,4412,7473,0,1
15113,3,2079,5511,194,855,2100,677,2777,1,0
15114,21,26838,51255,32.7,854,12746,9825,22571,0,0
15115,6,4949,7092,44.2,870,0,4473,4473,0,1
15116,70,44447,85144,10.53623188,820,17102,37060,54162,0,1
15117,9,7793,14693,86.5,767,4458,4660,9118,0,0
15118,2,2664,3851,90,828,2605,0,2605,1,0
15119,32,29257,52642,20.93548387,875,13164,17398,30562,0,1
15120,12,5573,11863,27.27272727,488,0,5569,5569,0,1
15121,4,380,4400,120.3333333,478,440,1254,1694,0,1
15122,22,4566,12429,24.57142857,652,2028,6639,8667,0,1
15123,44,13302,24525,15.51162791,882,13908,13520,27428,0,1
15124,3,676,1843,114,535,480,700,1180,1,1
15125,2,3258,4110,17,876,3111,0,3111,1,0
15126,3,3078,8628,152,852,1315,2105,3420,1,1
15127,19,12046,18401,35.83333333,855,0,3332,3332,0,0
15128,2,2763,4620,0,581,2073,0,2073,1,0
15129,15,6669,22528,41.35714286,870,0,1554,1554,1,0
15130,3,1856,2345,47.5,500,0,1819,1819,1,1
15131,29,22780,37415,22.39285714,840,12352,10409,22761,1,0
15132,4,1468,4707,143.6666667,856,639,1974,2613,0,1
15133,3,1888,2577,227,858,672,1134,1806,0,1
15134,14,12025,17025,54.30769231,859,5534,5065,10599,0,1
15135,4,1016,2741,37,852,1474,0,1474,1,0
15136,21,13568,18668,22.85,876,5902,9330,15232,1,1
15137,5,4780,5791,113.75,852,1908,7860,9768,0,1
15138,3,1792,1959,6.5,863,2090,0,2090,1,0
15139,10,12584,20770,67.55555556,816,6125,6564,12689,0,1
15140,8,6888,27350,78.14285714,819,4290,4515,8805,0,1
15141,30,34212,51329,24.82758621,878,16673,19863,36536,0,1
15142,4,2585,5290,101.3333333,847,1984,742,2726,0,1
15143,3,1193,4823,19.5,772,1148,0,1148,1,0
15144,2,2764,3101,63,875,1890,0,1890,1,0
15145,11,9542,12253,51,873,5893,3347,9240,0,0
15146,5,6602,7357,16,862,2721,0,2721,1,0
15147,13,7481,15292,46.58333333,874,7331,1657,8988,0,0
15148,2,1344,3694,171,862,0,1003,1003,0,1
15149,19,18847,36055,32,864,15223,6273,21496,0,0
15150,25,17711,25300,23.33333333,866,3185,15403,18588,0,1
15151,3,2874,2776,67.5,865,2160,0,2160,1,0
15152,15,14705,16861,47.92857143,864,4073,9926,13999,0,1
15153,24,27862,39744,30.30434783,832,13073,15424,28497,0,1
15154,8,7502,10035,81.71428571,1279,2238,5813,8051,0,1
15155,14,6822,8950,55.84615385,871,3876,4436,8312,0,1
15156,11,7515,14116,63.8,678,5027,3691,8718,0,1
15157,8,15039,22487,30.42857143,863,0,13013,13013,0,1
15158,2,1915,4140,0,865,0,1776,1776,1,1
15159,17,15476,31210,38.625,887,3465,14714,18179,0,1
15160,2,3234,4986,12,870,0,3466,3466,1,1
15161,3,2096,4452,156,876,1182,580,1762,1,0
15162,15,9918,12868,28.71428571,874,10253,1436,11689,1,0
15163,6,3700,8565,59.2,875,1835,0,1835,1,0
15164,19,22554,19691,30.05555556,867,14637,7609,22246,0,0
15165,24,16057,27206,29.73913043,838,9621,7265,16886,0,0
15166,6,1245,5808,51.6,402,596,1229,1825,0,1
15167,33,17259,38977,15.09375,484,5880,16208,22088,0,1
15168,2,1402,2348,41,509,1788,0,1788,1,0
15169,5,4254,8348,130.5,867,0,3181,3181,0,1
15170,18,11463,19526,41.11764706,861,5550,7034,12584,0,1
15171,2,893,1332,11,858,1278,0,1278,1,0
15172,4,4399,5813,62,880,2930,0,2930,1,1
15173,18,19767,26013,35.47058824,880,8000,10641,18641,0,1
15174,46,32963,91452,14.95555556,881,19023,14662,33685,0,0
15175,2,1123,2609,42,814,0,1572,1572,1,1
15176,2,1891,3521,66,827,0,2025,2025,1,1
15177,2,963,1646,4,825,1420,0,1420,1,0
15178,3,1347,2558,108.5,821,799,1205,2004,1,1
15179,25,8300,4600,29.45833333,829,6908,5780,12688,0,1
15180,15,5495,15589,50.28571429,824,3425,5203,8628,0,1
15181,15,10504,30930,43.85714286,829,6924,4873,11797,0,0
15182,5,2618,4550,105.25,615,376,2990,3366,0,1
15183,9,10165,12528,14.5,747,9937,0,9937,1,0
15184,4,2725,5408,213.6666667,781,840,1860,2700,0,1
15185,80,38462,54157,9.113924051,838,24286,24294,48580,0,1
15186,14,5668,13451,45.07692308,836,8259,743,9002,0,0
15187,7,6384,9948,72.83333333,725,660,6550,7210,0,1
15188,2,5998,15199,63,1724,5400,0,5400,1,0
15189,9,5128,7250,23.5,819,4844,0,4844,1,0
15190,6,3002,6800,110.8,803,725,2850,3575,0,1
15191,3,1142,2169,74.5,802,1613,0,1613,1,0
15192,66,60754,79955,11,860,25837,32926,58763,0,1
15193,13,7939,14021,50.41666667,861,4296,3892,8188,0,0
15194,2,1178,2234,270,810,1496,0,1496,1,0
15195,3,1800,2521,1,469,2708,0,2708,1,0
15196,4,5763,12206,7.333333333,769,5641,0,5641,1,0
15197,18,12269,21853,34.82352941,798,1230,5860,7090,0,0
15198,2,9944,13053,368,886,2050,4280,6330,0,1
15199,2,1163,7388,368,779,1562,0,1562,0,1
15200,45,35781,72007,15.59090909,771,20192,21979,42171,0,1
15201,16,21534,25794,38.46666667,833,2384,16678,19062,0,1
15202,13,4012,14490,41.5,832,4260,6524,10784,0,1
15203,2,1753,5114,323,488,1328,576,1904,0,1
15204,2,1313,3544,5,874,0,1549,1549,1,1
15205,3,628,4200,154,873,480,840,1320,1,1
15207,2,2260,6138,5,833,3198,0,3198,1,0
15208,7,3893,11709,78.5,686,4181,2063,6244,1,0
15209,3,1114,9357,185.5,549,1016,1930,2946,0,1
15210,9,16762,13498,57.375,551,1920,12465,14385,0,1
15211,18,20635,44395,28.82352941,804,4446,19565,24011,0,1
15212,15,7744,18033,21,459,2159,7860,10019,1,1
15213,5,2106,3367,104.75,525,990,1171,2161,0,0
15214,6,2547,5889,45.2,806,3608,0,3608,1,0
15215,2,1114,3991,217,585,0,1688,1688,0,1
15216,4,1578,7674,68.66666667,428,1722,1677,3399,1,1
15217,5,3519,5477,89.5,431,1080,2719,3799,0,1
15218,3,5195,5698,69,829,0,4502,4502,0,1
15219,5,1824,3241,92,813,660,2008,2668,0,1
15220,14,6554,15695,55.53846154,837,5303,3235,8538,0,0
15221,4,3799,6900,154.6666667,866,2186,2437,4623,0,1
15222,3,1270,1678,96.5,841,1859,0,1859,1,0
15223,6,3482,5734,120.6,853,2310,1687,3997,0,1
15224,9,6729,13379,47.625,788,6635,2447,9082,1,0
15225,2,1373,2616,24,764,0,1446,1446,1,1
15226,12,42374,44322,61.81818182,785,18405,11956,30361,0,1
15227,5,2907,4225,37.25,809,2285,973,3258,1,0
15228,6,7471,12834,142.6,809,6102,2543,8645,0,0
15229,2,532,1312,0,887,840,0,840,1,0
15230,13,16750,18621,53.25,804,11474,8724,20198,0,1
15231,4,22858,17780,3,684,21024,0,21024,1,0
15232,48,30589,45907,14.4893617,757,12951,23557,36508,0,1
15233,19,17142,28520,20.83333333,686,890,16587,17477,0,1
15234,4,1692,5916,125,821,845,2038,2883,0,1
15235,3,1380,3771,90.5,847,2212,0,2212,1,0
15236,12,12574,24154,56,827,5157,8940,14097,0,1
15237,14,5685,14396,53.76923077,811,2433,5748,8181,0,1
15238,12,7839,19476,61.45454545,805,4813,5490,10303,0,1
15239,6,3558,15523,102.6,811,2513,0,2513,0,0
15240,6,6848,8345,14.6,814,4892,0,4892,1,0
15241,11,8890,15078,70.1,824,4173,3119,7292,0,0
15242,8,9215,15510,82.85714286,824,4931,2756,7687,0,0
15243,2,1000,1158,69,805,0,1306,1306,1,1
15244,10,12418,20809,64.66666667,804,8735,4204,12939,0,0
15245,4,5508,8198,8.333333333,776,0,3976,3976,1,1
15246,4,3555,5622,162,776,2932,994,3926,0,0
15247,15,100289,99645,27.85714286,481,1050,108628,109678,0,1
15248,4,6418,9061,222.6666667,840,1542,3713,5255,0,1
15249,11,7231,9313,35,839,7578,710,8288,1,0
15250,6,3581,7856,15.8,842,0,3180,3180,1,1
15251,20,17949,24637,33.89473684,835,8053,4626,12679,0,0
15252,17,16277,32993,38.9375,836,4899,9884,14783,0,1
15253,9,6962,10598,77.875,839,5569,2750,8319,0,0
15254,45,46827,37953,13.43181818,827,32334,14614,46948,1,0
15255,3,2107,2267,16.5,828,2020,0,2020,1,0
15256,8,5600,17341,50.14285714,831,615,6128,6743,1,1
15257,3,2484,2799,10,874,2688,0,2688,1,0
15258,4,3148,4728,10,844,0,3399,3399,0,1
15259,5,2632,8483,96.75,874,576,3293,3869,0,1
15260,6,5296,11228,80.4,859,2637,2681,5318,0,1
15261,12,11581,16173,50.54545455,865,2736,3521,6257,0,1
15262,7,10488,15194,74.33333333,811,6782,1856,8638,0,0
15263,3,3402,4706,62.5,790,0,2104,2104,1,0
15264,2,2624,7306,65,802,2200,0,2200,1,0
15265,5,3365,5740,25.25,835,1850,0,1850,1,0
15266,20,22475,35615,34.21052632,807,8979,13223,22202,0,1
15267,5,3256,3711,82.25,471,1344,950,2294,0,1
15268,4,3768,5442,15.33333333,471,0,3928,3928,1,1
15269,12,5582,7809,30.81818182,439,544,5338,5882,0,1
15270,21,13696,25966,27.1,844,5544,9885,15429,0,1
15271,64,93346,139827,11.01587302,843,40954,43036,83990,0,0
15272,2,5868,6460,13,846,5330,0,5330,1,0
15273,3,8092,20456,121.5,826,0,6560,6560,0,1
15274,3,45363,36696,115,812,12500,23500,36000,1,1
15275,3,1461,2474,44,843,1673,0,1673,1,0
15276,25,14977,24327,25.79166667,776,13375,4058,17433,1,0
15277,14,14120,18506,49.76923077,794,700,3177,3877,0,0
15278,37,46331,38581,18.16666667,777,0,11960,11960,0,1
15279,4,5775,6487,142,773,1890,1120,3010,0,1
15280,10,3737,8723,77.55555556,772,4296,929,5225,0,0
15281,5,2815,5992,156,806,1890,1920,3810,0,1
15282,12,14988,22644,56.90909091,792,10491,3964,14455,0,0
15283,13,22631,30180,49.91666667,796,7980,8440,16420,0,0
15284,20,84692,121103,32.89473684,769,21750,24054,45804,0,0
15285,2,726,3877,56,853,0,1394,1394,0,1
15286,32,16512,31872,23.12903226,851,10281,7520,17801,0,0
15287,3,4365,5083,156.5,837,0,1392,1392,0,1
15288,3,3783,5608,76,865,0,3578,3578,0,1
15289,20,15457,34764,32.57894737,866,10659,5168,15827,0,0
15290,16,11278,20280,43,866,6124,2482,8606,0,0
15291,16,15550,25482,20.86666667,871,10512,0,10512,1,0
15292,16,11960,15573,43.13333333,803,6366,4050,10416,0,0
15294,6,1968,6578,56.8,794,1221,686,1907,1,0
15295,4,2032,4590,66.66666667,795,0,2241,2241,0,1
15296,4,2224,6020,7,811,2206,0,2206,1,0
15297,12,10548,12537,64.45454545,812,4640,3566,8206,0,0
15298,28,23337,34295,21.7037037,805,20656,2505,23161,0,0
15299,12,9439,19182,50.63636364,808,3237,8017,11254,0,1
15300,2,2228,6238,45,808,2032,0,2032,1,0
15301,30,26200,42013,21.24137931,820,17342,2256,19598,1,0
15302,9,8753,14726,89,819,7483,2506,9989,0,0
15303,5,4027,6394,158.5,833,2482,1895,4377,0,1
15304,8,9730,23144,52.71428571,868,4610,3600,8210,1,1
15305,17,8820,15791,26,860,8735,2563,11298,1,0
15306,29,14699,34898,25.75,857,10148,14184,24332,0,1
15308,12,9215,13221,38.45454545,797,960,8475,9435,0,1
15309,4,2121,3502,148,681,1818,684,2502,1,0
15310,11,9036,16907,46.5,631,5487,4493,9980,0,0
15311,3,3541,2939,274,706,1110,2633,3743,0,1
15312,2,843,1274,60,731,660,0,660,1,0
15313,3,3427,5996,82,558,2080,0,2080,1,0
15314,9,6307,11882,68.25,586,1930,9210,11140,0,1
15315,4,4175,10639,147.3333333,681,2477,0,2477,0,0
15316,3,2554,2165,122,768,0,2028,2028,0,1
15317,50,61592,86748,14.10204082,766,23743,38172,61915,0,1
15318,10,5619,10477,51.11111111,724,4944,1610,6554,1,0
15319,10,9539,17265,56,695,3143,6970,10113,0,1
15321,11,12633,21250,52,735,6286,6256,12542,0,0
15322,3,4433,7389,42,734,4026,0,4026,1,0
15323,6,6682,9006,120.2,619,5946,544,6490,0,0
15324,2,2072,5966,16,617,2366,0,2366,1,0
15325,10,15701,20340,45,434,588,13399,13987,0,1
15326,13,26657,33621,57.41666667,776,1562,22977,24539,0,1
15327,3,1370,4131,255.5,767,1329,800,2129,0,0
15328,3,37014,30408,202,756,11500,5750,17250,1,0
15329,10,8037,14039,65.11111111,826,3083,5656,8739,0,1
15330,3,1486,3248,77,511,850,1000,1850,1,0
15331,4,2664,2208,64,623,5998,0,5998,1,0
15332,2,1656,1866,43,728,1920,0,1920,1,0
15333,15,17740,24625,33.64285714,725,11778,6263,18041,1,0
15334,15,14369,22429,50.35714286,724,800,417,1217,0,0
15335,7,8836,19699,97.33333333,709,2963,6602,9565,0,1
15336,10,15631,17715,72,709,5940,6291,12231,0,1
15337,35,30174,36540,19.79411765,692,16404,13531,29935,0,1
15338,31,20758,32476,22.6,709,0,2763,2763,0,1
15339,3,1675,4492,187,438,832,2075,2907,0,1
15340,7,3516,11889,54.83333333,446,0,5910,5910,0,1
15341,15,8302,13230,28.5,446,2867,7349,10216,0,1
15342,8,7856,5707,45.14285714,425,0,8189,8189,1,1
15343,7,3263,3380,36.16666667,500,3420,3070,6490,1,0
15344,2,911,2117,255,453,1090,357,1447,0,1
15345,6,6234,12892,6.8,756,7998,0,7998,1,0
15346,4,3206,6348,59,757,0,4077,4077,0,1
15347,20,21212,33559,36.84210526,752,1680,993,2673,0,0
15348,7,6163,8029,105.1666667,669,864,3446,4310,0,1
15349,3,3119,5343,5.5,635,3693,0,3693,1,0
15350,9,5932,8579,68.5,669,4154,1699,5853,0,0
15351,19,18635,33016,33.05555556,674,8170,12113,20283,0,1
15352,13,9943,22730,48.33333333,685,8310,2063,10373,0,0
15353,5,4504,6149,131.25,666,2280,1260,3540,0,0
15354,2,1457,2943,348,692,816,1015,1831,0,1
15355,18,24990,20081,38.88235294,791,12204,11475,23679,0,1
15356,3,4015,4764,5,761,2690,0,2690,1,0
15357,24,14547,32267,17.30434783,761,16878,1134,18012,1,0
15358,8,4405,10276,75.28571429,771,1890,617,2507,0,0
15359,9,8782,11977,91,771,2416,3238,5654,0,0
15360,8,9920,12368,33.71428571,740,8977,0,8977,1,0
15361,6,8977,12804,100.6,771,7882,2300,10182,0,0
